city,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_ce,precipitation_amt_mm,precipitation_ground_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
sj,49.0,0.13,0.09,0.26,0.21,7.48,63.47,126.33,297.33,297.3,293.97,298.9,296.2,107.84,81.86,63.47,15.42,1.7,24.93,4.8355,28.9,21.7,126.0,25
sj,50.0,0.11,0.08,0.13,0.08,0.93,0.0,27.04,297.4,297.39,292.16,298.9,296.3,8.78,72.65,0.0,13.73,1.81,24.94,4.8355,28.3,20.6,7.6,16
sj,51.0,0.11,0.13,0.11,0.1,2.68,0.0,33.46,297.38,297.51,292.96,299.4,296.1,14.5,76.5,0.0,14.44,1.8,24.84,4.9,27.8,21.7,10.9,17
sj,52.0,-0.13,-0.06,0.17,0.09,-4.74,40.35,70.92,298.37,298.31,293.89,300.3,296.4,12.34,76.32,40.35,15.26,2.64,25.47,6.56,29.4,21.1,7.9,17
sj,1.0,0.21,0.16,0.14,0.1,-0.78,81.73,110.02,298.15,298.16,294.36,299.9,296.5,32.3,79.61,81.73,15.72,1.9,25.13,5.31,29.4,21.7,28.6,16
sj,2.0,0.34,0.31,0.25,0.17,8.57,45.19,87.19,297.44,297.59,293.19,299.1,296.1,47.1,77.34,45.19,14.61,2.06,25.11,5.16,28.3,21.7,12.0,23
sj,3.0,0.35,0.31,0.33,0.29,0.27,0.0,39.86,296.59,296.48,290.98650000000004,299.0,293.2,14.7,70.46,0.0,12.778500000000001,1.84,24.181,4.8355,27.8,20.0,17.7,18
sj,4.0,0.34,0.23,0.33,0.38,8.21,0.0,36.04,296.18,296.36,290.98650000000004,299.0,292.6,0.7,68.684,0.0,12.778500000000001,3.1,24.181,6.84,28.3,17.8,2.0,18
sj,5.0,0.29,0.22,0.24,0.16,8.33,0.0,20.76,297.67,297.86,292.73,299.8,295.8,2.02,74.06,0.0,14.21,2.24,25.17,7.44,30.0,20.6,14.1,9
sj,6.0,0.13,0.11,0.21,0.15,3.15,24.19,39.26,297.68,297.9,293.27,299.9,296.3,2.6,76.5,24.19,14.65,2.11,24.93,7.13,30.0,20.6,3.0,7
sj,7.0,0.19,0.17,0.16,0.09,-6.08,0.0,12.97,297.75,297.98,293.25,299.9,296.3,3.1,76.12,0.0,14.62,2.36,25.2,7.29,30.0,21.1,3.8,7
sj,8.0,0.13,0.21,0.15,0.15,-3.3,7.67,18.9,297.09,297.22,292.17,298.9,295.3,13.41,74.06,7.67,13.67,1.99,24.77,6.63,28.3,20.6,3.8,4
sj,9.0,0.17,0.2,0.22,0.16,2.24,98.45,110.3,296.55,296.68,291.95,298.9,294.5,14.91,75.72,98.45,13.59,2.47,24.53,6.81,29.4,20.0,15.0,3
sj,10.0,0.38,0.22,0.16,0.16,6.02,11.48,10.96,296.2,296.36,290.98650000000004,299.1,294.4,1.1,68.684,11.48,12.778500000000001,3.03,24.181,8.03,29.4,19.4,0.0,2
sj,11.0,0.23,0.23,0.16,0.09,-4.28,25.96,52.1,296.32,296.45,291.0,298.9,294.0,3.29,72.14,25.96,12.778500000000001,2.36,25.07,5.56,28.9,21.1,0.8,8
sj,12.0,0.22,0.2,0.23,0.19,1.75,0.0,-0.14,296.74,296.91,291.23,298.9,294.6,6.8,71.39,0.0,12.93,2.33,24.8,7.39,29.4,19.4,3.5,3
sj,13.0,0.13,0.15,0.26,0.21,-1.29,2.09,3.29,296.35,296.61,290.98650000000004,299.3,293.6,5.14,71.35,2.09,12.778500000000001,4.07,24.4,7.14,28.9,20.0,3.1,1
sj,14.0,0.21,0.05,0.18,0.2,6.11,7.23,16.2,297.82,297.96,293.63,300.1,296.0,17.9,77.79,7.23,15.06,2.56,25.59,7.06,30.6,21.7,13.3,1
sj,15.0,0.07,0.1,0.17,0.14,1.92,0.0,10.06,297.75,297.87,293.19,299.9,293.9,5.3,75.84,0.0,14.65,3.54,25.97,7.3,30.6,20.6,6.3,2
sj,16.0,-0.1845,0.08,0.09,0.08,4.65,0.0,14.63,297.62,297.79,292.83,299.8,296.1,14.9,74.75,0.0,14.27,2.23,25.8,6.71,29.4,20.6,18.6,3
sj,17.0,0.15,0.13,0.22,0.18,2.07,82.06,98.18,298.34,298.59,294.25,300.6,296.3,5.0,78.24,82.06,15.62,3.2,26.93,8.41,32.2,22.2,1.3,3
sj,18.0,0.13,0.11,0.13,0.13,3.35,6.13,7.19,298.65,298.72,294.14,300.4,297.0,3.4,76.21,6.13,15.48,2.44,27.14,7.8,32.2,21.7,3.6,2
sj,19.0,0.13,0.1,0.15,0.13,7.57,21.53,13.92,298.32,298.44,294.26,300.4,296.6,16.35,78.34,21.53,15.64,2.77,26.64,6.91,30.6,22.2,7.7,0
sj,20.0,0.09,0.09,0.18,0.16,-2.59,68.14,71.58,298.77,298.96,294.55,301.0,297.0,10.06,77.71,68.14,15.92,2.64,26.6,7.13,32.2,21.1,83.3,0
sj,21.0,0.19,0.11,0.18,0.11,3.82,39.45,45.13,298.78,299.14,294.87,301.2,297.0,13.8,79.2,39.45,16.24,2.91,26.81,6.01,31.1,22.8,0.3,2
sj,22.0,0.08,0.12,0.2,0.13,-3.84,48.51,56.08,299.28,299.4,295.23,301.7,297.3,17.1,78.54,48.51,16.59,2.43,27.56,6.84,32.2,23.3,25.6,2
sj,23.0,0.15,0.14,0.17,0.12,-2.0,46.02,45.15,299.62,299.76,295.67,301.7,297.7,10.95,79.05,46.02,17.03,2.46,27.86,6.44,31.7,23.3,4.8,0
sj,24.0,0.11,0.09,0.2,0.15,0.77,46.38,58.5,299.79,299.86,295.14,301.9,297.9,21.3,75.75,46.38,16.45,2.36,27.99,6.44,32.8,23.3,26.2,6
sj,25.0,0.14,0.16,0.29,0.24,1.55,45.96,58.1,299.5,299.58,295.94,301.7,297.5,30.64,80.85,45.96,17.29,2.33,27.43,5.84,31.1,23.9,15.6,3
sj,26.0,0.11,0.13,0.17,0.15,7.7,33.94,48.85,299.61,299.64,295.37,301.4,297.7,19.02,77.62,33.94,16.71,2.16,27.77,6.61,31.7,23.3,31.5,6
sj,27.0,0.08,0.07,0.11,0.06,-4.35,7.95,19.39,300.12,300.21,295.87,301.8,298.6,12.7,77.68,7.95,17.24,2.29,27.97,5.56,31.1,24.4,27.1,2
sj,28.0,0.17,0.18,0.28,0.23,-2.35,5.81,11.01,300.03,300.19,295.88,301.9,298.4,16.7,78.13,5.81,17.25,2.29,28.27,6.34,32.2,24.4,3.5,3
sj,29.0,0.22,0.19,0.29,0.25,0.91,9.53,25.92,300.16,300.34,296.08,302.6,297.9,23.18,78.6,9.53,17.46,2.9,28.53,6.51,32.8,23.3,22.7,2
sj,30.0,0.17,0.33,0.26,0.22,-2.71,0.0,10.5,299.91,300.11,295.96,301.9,298.2,19.7,79.01,0.0,17.33,2.36,28.33,6.5,32.8,23.9,7.9,4
sj,31.0,0.13,0.15,0.13,0.11,6.52,32.67,41.44,300.03,300.12,296.41,302.1,298.0,33.7,80.75,32.67,17.85,2.33,28.21,6.56,33.3,22.8,32.7,5
sj,32.0,0.14,0.12,0.28,0.23,2.18,60.71,66.47,299.92,299.97,296.56,302.0,298.1,60.66,82.02,60.71,18.0,2.51,28.27,6.83,32.8,22.8,37.2,2
sj,33.0,0.18,0.13,0.25,0.21,1.21,8.62,28.65,300.53,300.56,296.64,302.8,298.6,27.72,79.51,8.62,18.07,2.2,28.61,6.44,32.8,23.9,26.9,9
sj,34.0,0.22,0.15,0.2,0.18,-2.79,27.4,39.21,300.47,300.7,296.6,303.2,298.5,29.66,79.56,27.4,18.04,2.83,28.73,6.6,32.8,23.9,13.7,2
sj,35.0,0.13,0.24,0.28,0.19,-5.58,164.26,168.33,299.96,300.09,296.74,302.3,298.4,87.78,82.68,164.26,18.23,2.3,27.19,6.44,31.1,21.7,156.6,4
sj,36.0,0.16,0.08,0.25,0.21,4.21,26.9,39.63,300.52,300.54,296.89,302.8,298.0,22.0,80.68,26.9,18.4,2.71,27.99,6.27,31.7,23.9,16.8,8
sj,37.0,0.06,0.15,0.3,0.25,3.44,30.52,44.99,300.79,300.89,296.81,302.7,299.1,18.79,78.95,30.52,18.31,2.29,28.19,6.99,33.3,22.8,9.3,6
sj,38.0,0.2,0.14,0.17,0.21,-3.02,50.88,56.89,300.58,300.78,296.68,303.1,297.8,56.4,79.58,50.88,18.16,2.47,27.76,6.7,31.7,23.9,18.5,3
sj,39.0,0.13,0.13,0.1,0.14,-1.66,42.65,61.04,299.88,299.92,296.6,301.5,298.8,42.8,82.28,42.65,18.09,1.73,27.53,6.04,31.1,23.9,30.6,11
sj,40.0,0.25,0.16,0.37,0.27,2.75,126.67,160.49,300.2,300.27,296.97,302.1,298.8,35.3,82.59,126.67,18.49,2.37,27.77,5.89,32.8,23.9,16.1,14
sj,41.0,0.38,0.26,0.39,0.27,3.62,8.57,31.11,300.27,300.24,295.74,302.7,298.1,15.4,76.37,8.57,17.13,3.41,27.8,7.39,32.8,23.3,20.1,15
sj,42.0,0.1,0.09,0.21,0.08,5.0,37.34,76.5,300.42,300.42,296.27,302.6,298.3,11.22,78.18,37.34,17.7,3.79,28.06,7.19,33.3,23.9,21.8,20
sj,43.0,0.15,0.23,0.15,0.09,-3.34,62.57,76.84,300.02,299.97,295.73,302.6,298.0,15.3,77.44,62.57,17.12,3.46,27.14,6.53,31.1,23.3,24.1,9
sj,44.0,0.19,0.17,0.19,0.11,0.92,80.61,121.35,300.26,300.24,296.5,302.4,298.4,20.3,80.01,80.61,17.99,2.9,27.54,6.37,32.2,23.3,18.8,20
sj,45.0,0.11,0.03,0.16,0.05,13.69,77.9,124.21,299.06,299.09,293.64,301.9,295.9,28.8,72.68,77.9,15.26,3.63,25.87,6.41,30.6,21.7,44.9,28
sj,46.0,0.1,0.01,0.16,0.06,5.92,6.3,82.78,299.19,299.21,293.45,301.7,295.9,2.1,70.98,6.3,14.99,4.1,26.33,5.54,30.0,22.2,1.3,38
sj,47.0,0.13,0.03,0.21,0.1,3.74,0.0,54.91,299.92,299.86,294.66,301.6,297.5,7.18,72.93,0.0,16.04,2.71,26.87,6.79,30.6,22.8,14.7,30
sj,48.0,0.12,0.14,0.2,0.14,7.95,11.07,71.84,299.62,299.64,295.39,301.2,298.0,24.8,77.65,11.07,16.75,2.36,26.3,6.0,29.4,22.8,30.0,30
sj,49.0,0.12,0.08,0.12,0.05,9.3,19.69,61.12,299.7,299.73,295.4,301.5,297.9,6.8,77.36,19.69,16.77,2.06,26.81,6.37,31.1,22.8,6.4,23
sj,50.0,0.0,0.09,0.1,0.05,10.59,0.0,40.04,299.27,299.38,293.88,301.3,297.5,3.99,72.26,0.0,15.25,2.53,25.91,7.21,31.1,21.7,7.1,16
sj,51.0,0.06,0.05,0.06,0.05,6.78,0.0,50.6,298.58,298.59,294.13,300.4,296.7,37.39,76.53,0.0,15.46,1.71,25.39,5.54,28.9,21.7,63.2,22
sj,1.0,0.0,0.01,0.21,0.2,1.5,0.0,60.98,298.48,298.44,294.03,301.2,295.6,1.3,76.51,0.0,15.44,3.29,25.13,7.69,30.0,20.6,1.9,28
sj,2.0,0.09,0.1,0.2,0.16,-8.536,49.81,76.16,298.62,298.79,293.69,300.9,296.3,1.0,74.34,49.81,15.08,3.31,25.31,7.59,30.6,21.1,15.2,14
sj,3.0,0.13,0.02,0.19,0.18,-0.15,0.0,33.18,297.83,297.99,292.41,300.7,295.5,1.1,71.94,0.0,13.92,3.41,25.07,8.16,30.6,19.4,4.8,17
sj,4.0,0.04,0.05,0.22,0.23,5.64,0.0,43.35,298.02,298.2,293.36,299.9,296.6,10.24,75.38,0.0,14.73,2.14,24.96,6.87,29.4,20.6,31.5,20
sj,5.0,0.01,0.04,0.24,0.2,7.08,23.78,49.13,297.97,298.16,294.05,300.7,295.5,32.36,79.03,23.78,15.38,2.74,25.24,6.81,30.6,21.1,21.6,17
sj,6.0,0.13,-0.01,0.16,0.16,-8.536,10.73,30.77,297.88,297.99,292.98,299.7,296.1,11.2,74.34,10.73,14.41,2.11,25.0,6.83,29.4,21.1,8.5,10
sj,7.0,-0.04,0.01,0.16,0.17,-4.26,0.0,29.6,297.93,298.16,293.38,299.9,296.3,22.28,75.85,0.0,14.75,2.34,25.34,6.89,29.4,21.1,4.8,13
sj,8.0,0.22,0.15,0.23,0.21,-1.47,0.0,39.6,297.82,298.04,292.67,299.7,296.7,3.02,73.07,0.0,14.1,2.14,24.76,7.0,28.9,19.4,17.6,20
sj,9.0,0.43,0.31,0.34,0.27,0.56,0.0,7.3,297.15,297.24,292.82,299.0,295.5,25.89,76.91,0.0,14.27,2.01,24.81,5.24,28.3,21.7,53.1,9
sj,10.0,0.25,0.25,0.28,0.26,6.75,6.84,35.57,297.13,297.36,292.06,300.7,294.4,0.6,73.39,6.84,13.67,3.14,24.7,7.46,31.7,19.4,0.0,18
sj,11.0,0.42,0.39,0.2,0.2,-2.86,0.0,24.42,298.56,298.89,294.03,301.3,295.9,10.5,76.25,0.0,15.39,3.63,26.7,6.91,31.7,22.2,0.5,9
sj,12.0,0.13,0.06,0.16,0.14,4.85,0.0,16.0,298.37,298.59,293.05,300.3,296.8,1.69,72.44,0.0,14.48,2.44,26.33,7.53,30.6,21.7,12.7,8
sj,13.0,0.13,0.27,0.24,0.22,-3.47,6.11,46.63,297.69,297.88,294.17,300.5,295.8,21.55,80.84,6.11,15.56,2.1,26.04,6.51,32.2,21.7,26.7,19
sj,14.0,0.21,0.1,0.14,0.16,2.61,0.0,26.75,298.87,299.09,293.98,301.0,297.2,3.45,74.43,0.0,15.34,2.67,27.09,8.13,32.2,22.2,0.5,11
sj,15.0,0.13,0.31,0.31,0.28,3.2,5.2,14.48,298.11,298.26,293.79,299.8,296.3,23.5,77.02,5.2,15.15,2.37,26.27,7.09,30.6,21.7,13.0,4
sj,16.0,0.07,0.08,0.21,0.22,3.08,11.84,19.38,298.27,298.41,292.98,301.2,295.5,3.59,72.64,11.84,14.42,3.81,26.7,7.21,32.2,22.2,8.1,6
sj,17.0,0.13,0.06,0.12,0.11,-1.41,35.69,43.86,298.75,298.84,294.28,301.3,296.7,22.36,76.58,35.69,15.63,3.13,27.2,7.77,33.3,22.8,20.6,6
sj,18.0,0.13,-0.11,0.19,0.18,3.53,19.98,44.68,298.29,298.3,293.68,300.5,296.0,9.03,75.71,19.98,15.06,2.6,26.76,7.16,31.1,22.2,16.0,8
sj,19.0,0.04,0.07,0.06,0.06,-3.5,59.89,81.39,299.42,299.5,295.37,302.0,297.4,16.8,78.57,59.89,16.77,3.2,27.49,7.06,32.2,22.8,64.3,13
sj,20.0,0.1,0.09,0.2,0.18,-2.3,77.36,84.69,299.13,299.26,295.86,301.7,297.3,78.1,82.35,77.36,17.27,2.94,27.86,6.04,32.2,24.4,60.5,8
sj,21.0,0.09,0.08,0.17,0.17,3.61,35.54,49.22,299.95,299.99,295.35,302.2,297.6,2.0,76.07,35.54,16.73,3.83,28.83,8.33,33.9,23.3,7.4,8
sj,22.0,0.06,0.03,0.2,0.17,-2.34,10.8,32.6,299.78,299.84,295.64,302.0,298.0,8.1,78.15,10.8,17.0,3.09,28.47,6.59,32.8,25.0,16.6,5
sj,23.0,0.03,0.03,0.17,0.19,2.33,61.33,95.26,299.94,299.85,295.57,302.2,297.6,5.85,77.16,61.33,16.92,3.64,28.07,7.23,32.8,23.9,6.7,16
sj,24.0,0.13,0.03,0.27,0.22,-2.68,21.93,34.78,300.42,300.4,295.89,302.6,298.2,7.0,76.43,21.93,17.25,3.11,28.51,6.74,33.9,23.9,20.9,12
sj,25.0,-0.03,-0.01,0.12,0.13,0.52,63.35,82.77,299.92,299.86,295.21,302.0,297.4,7.02,75.46,63.35,16.56,3.24,27.73,6.93,31.7,23.9,2.3,11
sj,26.0,0.02,-0.06,0.2,0.19,-1.83,37.72,71.53,300.54,300.49,296.25,302.9,298.5,13.37,77.62,37.72,17.64,3.13,28.63,6.76,33.3,23.9,11.1,18
sj,27.0,-0.02,0.09,0.21,0.19,6.5,85.42,103.23,300.21,300.28,296.35,302.5,298.1,28.1,79.58,85.42,17.75,2.76,28.23,6.76,32.8,24.4,16.8,10
sj,28.0,-0.08,0.03,0.2,0.18,-7.84,21.89,66.95,300.64,300.66,296.35,302.4,298.2,13.5,77.58,21.89,17.74,2.73,28.34,6.43,31.7,23.9,20.0,22
sj,29.0,0.01,0.07,0.2,0.2,4.13,49.38,77.69,300.37,300.37,296.09,303.1,298.1,18.3,77.59,49.38,17.47,3.11,28.11,7.54,32.8,22.8,10.6,14
sj,30.0,-0.02,0.01,0.19,0.18,-7.92,35.85,70.1,300.56,300.56,296.36,303.0,298.6,21.24,78.06,35.85,17.77,3.26,28.59,7.14,33.9,23.9,4.5,16
sj,31.0,0.03,0.11,0.13,0.14,3.21,73.2,105.96,300.4,300.46,296.36,302.7,298.6,50.34,78.67,73.2,17.76,2.66,28.06,6.91,32.2,23.3,46.0,18
sj,32.0,0.25,0.2,0.19,0.19,8.13,40.4,92.52,300.71,300.71,296.9,302.6,299.2,32.62,79.71,40.4,18.33,2.54,27.93,6.36,32.2,23.9,49.0,27
sj,33.0,0.09,0.13,0.2,0.21,3.47,29.0,102.59,300.74,300.86,297.38,302.9,298.8,50.46,82.09,29.0,18.89,2.6,28.64,5.59,32.2,25.0,24.3,38
sj,34.0,0.02,0.01,0.2,0.2,8.09,40.3,105.72,300.79,300.76,297.23,302.7,298.4,62.4,81.08,40.3,18.75,2.54,28.97,5.79,32.8,25.0,1.8,35
sj,35.0,0.13,0.12,0.22,0.2,-2.36,132.53,215.97,300.76,300.74,296.4,303.1,298.7,44.3,77.35,132.53,17.82,3.46,28.27,7.54,32.8,23.3,65.0,41
sj,36.0,-0.03,0.07,0.28,0.27,7.81,68.85,167.44,300.75,300.77,296.73,303.2,298.9,23.4,78.83,68.85,18.19,3.06,27.9,7.06,32.2,23.3,71.5,51
sj,37.0,0.2,0.24,0.37,0.38,9.9,9.73,138.01,300.81,300.86,296.45,303.3,297.9,14.7,77.41,9.73,17.9,3.49,28.37,6.76,32.2,23.9,5.6,65
sj,38.0,-0.04,0.05,0.17,0.13,8.45,10.01,102.36,301.07,301.09,296.7,303.4,298.8,12.9,77.24,10.01,18.18,3.21,28.09,7.16,33.3,23.9,56.8,55
sj,39.0,0.1,0.12,0.25,0.25,7.55,84.76,200.96,300.74,300.79,296.44,303.1,298.7,19.69,77.56,84.76,17.9,3.17,27.97,6.93,32.8,23.9,15.8,54
sj,40.0,0.16,0.09,0.24,0.18,15.29,20.8,147.0,301.249,301.28,296.96,303.8,299.1,16.4,77.63,20.8,18.48,3.27,29.23,7.84,34.4,24.4,6.6,62
sj,41.0,0.06,0.06,0.21,0.21,14.81,27.82,159.83,300.93,300.8,296.92,302.6,299.0,42.3,78.89,27.82,18.4,2.37,28.4,6.81,33.3,23.9,32.0,64
sj,42.0,0.13,0.12,0.22,0.16,15.68,91.83,211.33,300.33,300.3,296.4,302.4,297.8,53.0,79.27,91.83,17.88,2.89,26.86,6.76,32.2,22.8,67.6,56
sj,43.0,-0.01,0.21,0.25,0.22,18.86,39.7,173.84,300.26,300.3,296.53,302.2,298.4,25.68,80.13,39.7,18.01,2.74,27.91,6.59,32.2,22.8,15.0,65
sj,44.0,-0.02,0.06,0.23,0.16,12.15,0.49,141.53,300.39,300.42,296.69,302.1,298.2,21.91,80.27,0.49,18.16,2.47,27.94,6.36,31.1,24.4,11.3,71
sj,45.0,0.03,0.01,0.09,0.09,22.75,28.03,177.02,300.06,300.14,295.32,302.3,297.6,17.86,75.42,28.03,16.75,3.6,26.73,7.71,32.2,20.0,36.7,75
sj,46.0,0.09,0.11,0.2,0.21,13.43,180.49650000000017,422.44,299.42,299.44,295.88,303.3,297.2,133.93,81.08,180.49650000000017,17.31,2.24,26.59,5.56,33.3,22.2,96.0,71
sj,47.0,0.17,0.19,0.22,0.23,4.86,45.8,189.29,299.35,299.73,295.56,302.5,297.3,18.9,79.86,45.8,16.97,3.8,26.53,6.1,31.1,22.8,2.9,72
sj,48.0,0.22,0.23,0.22,0.2,9.74,9.43,109.45,298.91,298.96,293.95,302.3,296.7,7.81,74.34,9.43,15.41,3.39,26.34,5.46,29.4,22.8,4.4,47
sj,49.0,-0.05,-0.04,0.1,0.09,-1.95,43.91,106.41,298.25,298.26,293.24,300.8,295.1,13.2,74.04,43.91,14.77,3.49,25.29,7.2,31.1,20.6,44.0,27
sj,50.0,0.01,0.1,0.2,0.18,8.23,31.01,94.28,299.06,299.05,295.76,300.7,297.5,33.78,82.17,31.01,17.19,2.21,26.31,5.7,29.4,22.8,87.8,35
sj,51.0,0.02,0.06,0.07,0.05,12.84,91.66,145.91,298.43,298.35,295.51,300.0,296.8,100.6,84.01,91.66,16.92,1.99,25.6,4.8355,29.4,22.8,80.3,25
sj,52.0,0.18,0.14,0.22,0.2,0.31,72.18,109.26,298.43,298.5,295.8,301.0,296.8,35.2,85.51,72.18,17.23,1.83,25.67,4.8355,30.0,22.8,106.2,19
sj,1.0,0.05,0.08,0.2,0.14,9.39,0.0,76.06,298.96,299.1,294.48,300.5,297.1,2.5,76.43,0.0,15.81,2.51,25.53,7.6,30.0,20.6,24.9,37
sj,2.0,0.11,0.29,0.25,0.18,8.8,0.0,75.99,298.45,298.51,294.84,301.0,296.8,13.8,80.57,0.0,16.18,2.79,25.46,6.39,29.4,21.7,13.7,38
sj,3.0,0.06,0.05,0.2,0.16,4.64,0.0,68.41,298.55,298.56,294.15,300.6,296.2,1.21,76.73,0.0,15.52,3.2,25.33,7.04,29.4,21.1,2.9,34
sj,4.0,0.03,0.07,0.13,0.15,0.78,0.0,47.22,298.32,298.51,294.21,299.9,297.1,12.44,78.08,0.0,15.55,1.94,26.21,6.4,30.6,22.2,19.1,26
sj,5.0,0.13,0.12,0.2,0.19,9.17,0.0,46.89,298.2,298.35,293.85,300.1,296.3,10.8,76.92,0.0,15.19,2.19,25.66,5.77,29.4,21.7,38.1,19
sj,6.0,-0.07,0.05,0.16,0.11,4.82,0.0,28.81,297.72,297.81,293.34,299.6,296.3,24.0,76.72,0.0,14.73,2.2,24.97,6.41,28.9,20.6,21.1,18
sj,7.0,0.05,0.09,0.25,0.2,6.76,0.0,40.18,297.99,298.06,293.37,299.7,295.6,3.6,75.58,0.0,14.75,2.56,25.41,5.94,29.4,20.6,4.3,22
sj,8.0,0.05,0.06,0.22,0.18,10.98,0.0,41.41,298.1,298.24,293.55,300.6,296.1,3.9,75.93,0.0,14.93,3.14,25.79,7.93,31.7,21.1,6.4,16
sj,9.0,0.03,0.1,0.14,0.16,8.9,0.0,49.7,297.17,297.24,292.0,300.5,294.9,12.8,73.15,0.0,13.59,3.07,25.2,6.34,30.0,21.1,3.3,18
sj,10.0,0.04,0.05,0.2,0.25,-2.64,0.0,8.68,297.09,297.11,292.25,299.4,294.0,7.8,74.43,0.0,13.78,2.77,25.46,5.63,28.9,20.6,0.6,6
sj,11.0,0.07,0.13,0.22,0.19,-4.24,40.27,59.61,297.59,297.73,293.08,299.2,296.3,11.8,76.17,40.27,14.53,2.2,25.84,6.31,30.0,22.2,14.1,12
sj,12.0,0.15,0.17,0.28,0.25,5.73,0.0,9.7,297.99,298.08,293.22,299.8,295.6,0.6,74.92,0.0,14.63,3.07,25.79,6.96,30.0,20.6,6.5,6
sj,13.0,0.18,0.32,0.32,0.32,-4.7,0.0,12.47,298.28,298.48,293.54,300.8,296.3,2.2,75.22,0.0,14.97,3.1,26.76,7.21,32.8,22.2,0.6,6
sj,14.0,-0.01,0.0,0.22,0.18,-0.08,49.74,51.99,298.08,298.33,294.05,301.6,295.9,17.8,78.57,49.74,15.47,3.57,26.23,7.07,30.6,21.7,7.7,3
sj,15.0,-0.03,0.04,0.13,0.11,9.23,50.67,74.31,298.32,298.44,294.83,300.8,296.2,55.1,81.14,50.67,16.21,2.69,27.11,6.66,32.2,22.8,15.7,7
sj,16.0,0.13,0.12,0.2,0.18,2.24,0.0,15.16,297.04,297.03,292.06,299.5,294.8,22.4,73.84,0.0,13.64,2.66,25.46,5.71,30.0,21.7,17.8,6
sj,17.0,-0.02,0.05,0.11,0.11,-1.33,180.49650000000017,212.64,297.97,298.07,295.01,300.8,296.4,31.0,83.66,180.49650000000017,16.37,2.51,25.7,6.19,30.6,21.7,69.7,1
sj,18.0,0.15,0.16,0.21,0.15,3.25,74.01,83.04,298.54,298.48,295.16,300.3,296.7,18.0,81.7,74.01,16.54,2.81,26.46,6.01,30.0,22.8,10.5,3
sj,19.0,0.19,0.16,0.21,0.18,-0.33,87.81,90.76,298.96,299.09,294.95,300.5,297.2,11.0,78.61,87.81,16.31,2.5,26.44,6.01,30.0,22.8,56.5,2
sj,20.0,0.11,0.1,0.26,0.23,-3.11,0.0,11.96,298.99,299.11,294.44,300.6,297.2,9.3,76.09,0.0,15.79,2.4,26.14,6.64,30.0,21.7,15.4,2
sj,21.0,0.03,0.1,0.21,0.2,-5.98,41.09,41.32,299.67,299.85,295.27,301.3,298.2,5.5,76.9,41.09,16.63,2.47,27.71,6.53,31.7,23.3,2.9,1
sj,22.0,0.05,0.08,0.19,0.17,3.24,3.99,20.06,299.75,299.9,295.38,302.4,297.7,8.2,77.09,3.99,16.76,2.57,28.17,7.33,32.8,23.3,4.8,10
sj,23.0,0.04,0.07,0.13,0.15,10.04,65.82,73.76,299.6,299.66,296.22,302.1,297.5,15.65,81.85,65.82,17.66,2.87,28.44,7.37,33.3,23.3,12.9,3
sj,24.0,0.13,0.06,0.11,0.11,-8.536,84.35,81.53,299.89,299.96,296.34,302.2,297.8,17.55,81.04,84.35,17.77,3.19,28.46,6.74,33.3,24.4,4.5,3
sj,25.0,0.13,0.04,0.2,0.15,1.76,0.0,-0.02,300.22,300.21,296.4,302.2,298.4,15.73,79.73,0.0,17.8,2.79,28.53,7.23,32.8,24.4,12.7,1
sj,26.0,0.13,0.12,0.21,0.2,3.28,5.94,2.15,299.86,299.95,295.99,301.8,298.0,24.1,79.51,5.94,17.36,2.47,27.59,6.94,31.7,22.8,25.0,1
sj,27.0,-0.01,0.01,0.21,0.16,-4.96,2.3,2.92,300.41,300.55,296.06,302.4,298.4,10.8,77.2,2.3,17.4,2.33,28.34,6.2,31.7,25.0,3.6,2
sj,28.0,-0.02,0.02,0.25,0.21,5.14,22.49,35.59,300.08,300.13,296.07,301.8,298.2,11.65,78.75,22.49,17.43,2.46,28.16,6.91,32.2,23.3,29.6,6
sj,29.0,0.13,0.04,0.19,0.18,-6.46,58.06,63.51,300.54,300.59,296.42,302.4,298.6,10.3,78.31,58.06,17.81,2.97,28.29,6.84,32.8,23.9,57.2,3
sj,30.0,-0.07,-0.02,0.22,0.22,3.49,1.07,-3.56,300.55,300.68,295.91,302.5,298.8,7.09,75.87,1.07,17.26,2.61,28.23,6.9,32.8,23.3,16.3,3
sj,31.0,-0.08,0.03,0.14,0.1,2.13,44.7,59.27,300.43,300.53,296.99,303.0,298.7,47.12,81.62,44.7,18.45,2.57,28.49,5.97,32.8,24.4,28.0,5
sj,32.0,-0.0,0.06,0.25,0.27,-8.536,39.52,49.36,301.0,301.2,296.74,303.3,298.0,9.36,77.79,39.52,18.2,3.51,28.47,6.1,32.2,25.0,3.6,4
sj,33.0,0.0,0.04,0.2,0.14,2.05,33.21,46.55,300.89,300.99,296.9,303.0,299.2,23.78,78.94,33.21,18.36,2.8,28.74,7.61,33.3,23.9,13.6,7
